20211126-195808<DEBUG:00008290>: [PrevInitCore]:1, start tickers = 25501496771475
20211126-200136<ERROR:00008290>: GetInteger(918, Type) failed !
20211126-200136<ERROR:00008290>: GetInteger(918, Point_x) failed !
20211126-200136<ERROR:00008290>: GetInteger(918, Point_y) failed !
20211126-200136<ERROR:00008290>: GetString(918, Content) failed !
20211126-200136<ERROR:00008290>: GetInteger(919, Type) failed !
20211126-200136<ERROR:00008290>: GetInteger(919, Point_x) failed !
20211126-200136<ERROR:00008290>: GetInteger(919, Point_y) failed !
20211126-200136<ERROR:00008290>: GetString(919, Content) failed !
20211126-200136<ERROR:00008290>: GetInteger(920, Type) failed !
20211126-200136<ERROR:00008290>: GetInteger(920, Point_x) failed !
20211126-200136<ERROR:00008290>: GetInteger(920, Point_y) failed !
20211126-200136<ERROR:00008290>: GetString(920, Content) failed !
20211126-200136<ERROR:00008290>: GetInteger(921, Type) failed !
20211126-200136<ERROR:00008290>: GetInteger(921, Point_x) failed !
20211126-200136<ERROR:00008290>: GetInteger(921, Point_y) failed !
20211126-200136<ERROR:00008290>: GetString(921, Content) failed !
20211126-200136<ERROR:00008290>: GetInteger(922, Type) failed !
20211126-200136<ERROR:00008290>: GetInteger(922, Point_x) failed !
20211126-200136<ERROR:00008290>: GetInteger(922, Point_y) failed !
20211126-200136<ERROR:00008290>: GetString(922, Content) failed !
20211126-200138<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200138<ERROR:00008290>: GetString(366, 2) failed !
20211126-200138<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200138<ERROR:00008290>: GetString(366, 2) failed !
20211126-200140<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200140<ERROR:00008290>: GetInteger(141, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(141, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(141, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(141, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(142, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(142, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(142, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(142, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(143, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(143, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(143, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(143, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(144, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(144, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(144, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(144, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(145, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(145, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(145, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(145, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(146, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(146, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(146, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(146, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(147, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(147, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(147, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(147, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(148, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(148, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(148, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(148, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(149, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(149, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(149, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(149, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(150, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(150, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(150, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(150, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(151, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(151, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(151, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(151, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(152, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(152, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(152, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(152, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(153, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(153, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(153, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(153, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(154, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(154, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(154, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(154, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(155, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(155, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(155, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(155, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(156, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(156, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(156, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(156, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(157, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(157, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(157, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(157, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(158, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(158, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(158, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(158, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(159, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(159, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(159, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(159, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(160, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(160, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(160, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(160, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(161, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(161, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(161, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(161, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(162, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(162, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(162, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(162, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(163, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(163, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(163, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(163, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(164, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(164, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(164, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(164, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(165, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(165, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(165, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(165, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(166, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(166, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(166, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(166, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(167, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(167, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(167, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(167, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(168, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(168, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(168, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(168, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(169, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(169, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(169, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(169, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(170, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(170, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(170, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(170, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(171, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(171, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(171, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(171, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(172, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(172, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(172, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(172, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(173, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(173, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(173, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(173, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(174, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(174, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(174, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(174, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(175, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(175, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(175, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(175, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(176, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(176, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(176, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(176, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(177, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(177, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(177, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(177, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(178, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(178, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(178, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(178, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(179, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(179, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(179, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(179, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(180, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(180, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(180, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(180, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(181, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(181, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(181, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(181, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(182, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(182, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(182, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(182, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(183, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(183, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(183, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(183, Content) failed !
20211126-200140<ERROR:00008290>: GetInteger(184, Type) failed !
20211126-200140<ERROR:00008290>: GetInteger(184, Point_x) failed !
20211126-200140<ERROR:00008290>: GetInteger(184, Point_y) failed !
20211126-200140<ERROR:00008290>: GetString(184, Content) failed !
20211126-200142<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200142<ERROR:00008290>: GetString(366, 2) failed !
20211126-200143<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200143<ERROR:00008290>: GetString(366, 2) failed !
20211126-200144<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200144<ERROR:00008290>: GetString(366, 2) failed !
20211126-200145<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200145<ERROR:00008290>: GetString(366, 2) failed !
20211126-200146<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200146<DEBUG:00008290>: Error: m_CurrentLifeMax > 0 (nBaseChange 0, nAddPChange 0, nAddVChange 0)
20211126-200146<ERROR:00008290>: GetInteger(1828, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1828, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1828, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1828, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1829, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1829, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1829, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1829, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1830, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1830, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1830, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1830, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1831, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1831, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1831, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1831, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1832, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1832, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1832, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1832, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1833, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1833, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1833, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1833, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1834, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1834, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1834, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1834, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1835, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1835, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1835, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1835, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1836, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1836, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1836, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1836, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1837, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1837, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1837, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1837, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1838, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1838, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1838, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1838, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1839, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1839, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1839, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1839, Content) failed !
20211126-200146<ERROR:00008290>: GetInteger(1840, Type) failed !
20211126-200146<ERROR:00008290>: GetInteger(1840, Point_x) failed !
20211126-200146<ERROR:00008290>: GetInteger(1840, Point_y) failed !
20211126-200146<ERROR:00008290>: GetString(1840, Content) failed !
20211126-200147<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200152<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200154<ERROR:00008290>: Script stack leak! (1)
20211126-200155<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200155<ERROR:00008290>: GetString(366, 2) failed !
20211126-200157<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200157<ERROR:00008290>: GetString(366, 2) failed !
20211126-200158<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200158<ERROR:00008290>: GetString(366, 2) failed !
20211126-200200<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200200<ERROR:00008290>: GetString(366, 2) failed !
20211126-200202<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200202<ERROR:00008290>: GetString(366, 2) failed !
20211126-200204<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200204<ERROR:00008290>: GetString(366, 2) failed !
20211126-200207<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200207<ERROR:00008290>: GetString(366, 2) failed !
20211126-200208<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200208<ERROR:00008290>: GetString(366, 2) failed !
20211126-200209<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200209<DEBUG:00008290>: Error: m_CurrentLifeMax > 0 (nBaseChange 0, nAddPChange 0, nAddVChange 0)
20211126-200209<ERROR:00008290>: GetInteger(374, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(374, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(374, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(374, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(375, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(375, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(375, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(375, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(376, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(376, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(376, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(376, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(377, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(377, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(377, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(377, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(378, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(378, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(378, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(378, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(379, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(379, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(379, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(379, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(380, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(380, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(380, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(380, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(381, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(381, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(381, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(381, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(382, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(382, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(382, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(382, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(383, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(383, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(383, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(383, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(384, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(384, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(384, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(384, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(385, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(385, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(385, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(385, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(386, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(386, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(386, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(386, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(387, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(387, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(387, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(387, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(388, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(388, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(388, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(388, Content) failed !
20211126-200209<ERROR:00008290>: GetInteger(389, Type) failed !
20211126-200209<ERROR:00008290>: GetInteger(389, Point_x) failed !
20211126-200209<ERROR:00008290>: GetInteger(389, Point_y) failed !
20211126-200209<ERROR:00008290>: GetString(389, Content) failed !
20211126-200212<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200212<ERROR:00008290>: GetString(366, 2) failed !
20211126-200212<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200212<ERROR:00008290>: GetString(366, 2) failed !
20211126-200214<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200214<ERROR:00008290>: GetInteger(141, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(141, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(141, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(141, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(142, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(142, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(142, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(142, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(143, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(143, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(143, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(143, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(144, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(144, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(144, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(144, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(145, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(145, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(145, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(145, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(146, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(146, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(146, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(146, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(147, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(147, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(147, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(147, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(148, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(148, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(148, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(148, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(149, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(149, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(149, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(149, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(150, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(150, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(150, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(150, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(151, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(151, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(151, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(151, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(152, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(152, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(152, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(152, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(153, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(153, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(153, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(153, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(154, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(154, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(154, Point_y) failed !
