WareId	WareName	WareType	nGenre	nDetailType	nParticular	nLevel	nSeries	nCurrencyType	nUseType	nOrgPrice	nWareUseStyle	nDiscount	nRecommend	timeSaleStart	timeSaleClose	DiscountStart	DiscountClose	dwTimeout	nTimeFrameStartSale	nTimeFrameEndSale	Consumed
752	Bách Bảo Cẩm Nang 	102	18	1	1303	1	0	2		150								43200			
753	Lá xanh	102	18	1	1330	1	0	2		100								43200			100
754	Cường Hóa Truyền Phù	102	18	1	1198	1	0	2		10000								43200			100
755	Trang Bị Trọng Chú Phù	102	18	1	1199	1	0	2		10000								43200			100
756	Tần Lăng Truyền Lệnh	102	18	1	20123	1	0	2		1000								43200			100
757	Chân đơn kim bài	102	18	1	1220	1	0	2		10000								43200			100
758	Tân Thủ Kim Bài	102	18	1	20189	1	0	2		10000								43200			100
759	Thẻ may mắn Bạch Kim	102	18	1	20124	1	0	2		10000								43200			100
760	Thẻ may mắn Hoàng Kim	102	18	1	20125	1	0	2		10000								43200			100
761	Thẻ may mắn Bạch Ngân	102	18	1	20126	1	0	2		10000								43200			100
762	Thẻ may mắn Thanh Đồng	102	18	1	20127	1	0	2		10000								43200			100
763	Thẻ Code	102	18	1	20128	1	0	2		10000								43200			100
764	Ngọn lửa Seagame	102	18	1	20171	1	0	2		150								43200			100
765	Thịt gà tây	102	18	1	20198	1	0	2		150								43200			100
766	Pháo hoa Nguyên Đán 2012	102	18	1	20196	1	0	2		200								43200			100
767	Chuông đất	102	18	4	20233	1	0	2		100								43200			100
768	Giấy đỏ	102	18	7	20233	1	0	2		100								43200			100
769	Giấy điệp	102	18	8	20233	1	0	2		100								43200			100
770	Hộp Quà Tết	102	18	1	3039	3	0	2		20000								0			0
771	Tiềm Long Lệnh	102	18	1	20013	2	0	2		10800								43200			100
772	Chí Tôn Lệnh	102	18	1	20013	3	0	2		27771								43200			100
773	Vô Song Lệnh	102	18	1	20013	4	0	2		77143								43200			100
774	Đặc Hiệu Bạch Câu Hoàn	102	18	1	71	4	1	0		1480								43200	53	100000	100
775	Nguyệt ảnh thạch	102	18	1	476	1	0	0		600								0			
776	Lệnh bài chúc phúc (sơ)	103	18	1	212	1	0	0		1600								43200			100
777	Lệnh bài chúc phúc (trung)	103	18	1	212	2	0	0		12650								43200			100
778	Lệnh bài chúc phúc (cao)	103	18	1	212	3	0	0		200000								43200			100
779	Lệnh Bài Nghĩa Quân (x50)	103	18	1	470	1	0	0		400								43200			100
780	Rương Linh Chi Tục Mệnh Hoàn	102	18	1	241	1	0	0		600			1					43200			0
781	Rương Tuyết Sam Phản Khí Hoàn	102	18	1	242	1	0	0		600			1					43200			0
782	Rương Diêu Trì Đại Hoàn Đơn	102	18	1	243	1	0	0		600			1					43200			0
783	Lệnh bài mở rộng rương Lv2	102	18	1	216	2	0	0		7900								43200			
784	Nguyệt ảnh thạch rương	102	18	1	530	1	0	0		10000								0			
785	Nguyệt ảnh nguyên thạch	102	22	1	91	2	0	0		100								0			
1000	Liên Đấu Hắc Thiết Bài	103	18	1	215	1	0	0		2500								0			
1001	Liên Đấu Thanh Đồng Bài	103	18	1	215	2	0	0		5000								0			
1002	Liên Đấu Bạch Ngân Bài	103	18	1	215	3	0	0		7500								0			
1003	Liên Đấu Hoàng Kim Bài	103	18	1	215	4	0	0		150000								0			
1004	Bách Bộ Xuyên Dương Cung	103	18	1	263	1	0	0		3000							0				
1005	Bổ Tu Lệnh	102	18	1	479	1	0	0		10000								0			
1006	Huyết Ảnh Thương	103	18	1	200	1	0	0		5000								0			
1007	Du Long Danh Vọng Lệnh (vé)	103	18	1	534	1	0	0		200000								0			
1008	Tần Lăng-Mạc Kim Phù	103	18	1	366	1	0	0		6000								0			
1009	Bách Bộ Xuyên Dương Cung(x50)	103	18	1	376	1	0	0		150000								0			
1010	Tần Lăng-Mạc Kim Phù(x50)	103	18	1	375	1	0	0		300000								0			
1011	Ốc biển truyền thanh (đại)	102	18	1	113	3	1	0		2000								43200			100
193	Võ Lâm Cao Thủ Lệnh (Kim)	103	18	1	221	3	0	0		6000								43200			100
194	Võ Lâm Cao Thủ Lệnh (Mộc)	103	18	1	224	3	0	0		6000								43200			100
195	Võ Lâm Cao Thủ Lệnh (Thủy)	103	18	1	227	3	0	0		6000								43200			100
196	Võ Lâm Cao Thủ Lệnh (Hỏa)	103	18	1	230	3	0	0		6000								43200			100
197	Võ Lâm Cao Thủ Lệnh (Thổ)	103	18	1	233	3	0	0		6000								43200			100
167	Vạn Vật Quy Nguyên Đơn	102	18	1	384	1	0	0		7200			1								
174	Tần Lăng-Hòa Thị Bích	103	18	1	377	1	0	0		200000								0			100
178	Bách Luyện Hoàn	102	18	1	468	1	0	0		780			1					43200			100
183	Tu Luyện Đơn	102	18	1	258	1	0	0		1800			1					43200			100
127	Bản đồ Vạn Hoa Cốc	103	18	1	245	1	0	0		30000								43200			
128	Lệnh bài Thiên Quỳnh Cung	103	18	1	186	1	0	0		30000								43200			
129	Bồ Đề Quả	102	18	1	564	1	0	0		50000								43200			
130	Thiên Lý Chỉ Khát Đơn	102	18	1	267	1	0	0		10000								43200			
131	Du Tử Hộ Thân Phù	102	18	1	266	1	0	0		10000								43200			
132	Hành Quân Phù Chú	102	18	1	265	1	0	0		10000								43200			
133	Hình Thiên Chiến Bào	102	18	1	264	1	0	0		10000								43200			
134	Độn Giáp Linh Phù	102	18	1	202	1	0	0		10000								43200			
135	Linh Thú Chiến Ngoa	102	18	1	201	1	0	0		10000								43200			
136	Bông Tuyết	102	18	1	3039	2	0	0		20000								0			0
138	Thỏi bạc bang hội (tiểu)	102	18	1	284	1	1	0		1500								43200			100
139	Thỏi bạc bang hội (đại)	102	18	1	284	2	1	0		12500								43200			100
1012	Thương Hải Nguyệt Minh	103	18	1	465	1	0	0		250000								43200			
1013	Thiên lý truyền âm (lớn)	102	18	1	925	1	0	0		2499								43200			
1014	Tiểu Kim Nguyên Bảo	102	18	1	1338	2	1	0		90000								43200			
1015	Đại Kim Nguyên Bảo	102	18	1	1338	1	1	0		900000								43200			
1016	Tiền Du Long	102	18	1	553	1	1	0		1000								0			
1017	Tiền đồng may mắn (tiểu)	102	18	1	1194	1	1	0		10500								0			
1018	Tiền đồng may mắn (trung)	102	18	1	1194	2	1	0		50500								0			
1019	Tiền đồng may mắn (đại)	102	18	1	1194	3	1	0		100500								0			
1020	Chiến Thư Du Long (Rương)	102	18	1	524	5	1	0		40000								0			
1021	Nguyệt Ảnh Thạch (Rương)	102	18	1	1339	1	1	0		60000								0			
1022	Huyền Tinh Cấp 11	101	18	1	1	11	1	2		375000								0			0
1023	Rương Vật Phẩm	102	18	1	3019	1	1	0		10000											
1024	Rương Mảnh Ghép	102	18	1	3046	1	1	0		15000											
1025	Sách Kinh Nghiệm Đồng Hành	102	18	1	543	1	1	0		1000											
1200	Tiền Du Long	102	18	1	553	1	1	2		2000								0			
