MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_11	GAMESVR_SET_12	Ghi chú
1403	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (so) (3)
1404	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	H?i tru?ng liên d?u (so) (4)
1405	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (so) (5)
1406	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	H?i tru?ng liên d?u (so) (6)
1407	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (so) (7)
1408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (so) (8)
1409	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (so) (9)
1410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	H?i tru?ng liên d?u (so) (10)
1411	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (so) (11)
1412	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (so) (12)
1413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (so) (1)
1414	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Khu chu?n b? liên d?u (so) (2)
1415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (so) (3)
1416	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chu?n b? liên d?u (so) (4)
1417	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (so) (5)
1418	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Khu chu?n b? liên d?u (so) (6)
1419	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (so) (7)
1420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (so) (8)
1421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (so) (9)
1422	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chu?n b? liên d?u (so) (10)
1423	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (so) (11)
1424	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (so) (12)
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (1)
1426	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (so) (2)
1427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (3)
1428	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (so) (4)
1429	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (5)
1430	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (so) (6)
1431	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (7)
1432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (8)
1433	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (9)
1434	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (so) (10)
1435	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (11)
1436	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (12)
1437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (cao) (1)
1438	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	H?i tru?ng liên d?u (cao) (2)
1439	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (cao) (3)
1440	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	H?i tru?ng liên d?u (cao) (4)
1441	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (cao) (5)
1442	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	H?i tru?ng liên d?u (cao) (6)
1443	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (cao) (7)
1444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (cao) (8)
1445	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (cao) (9)
1446	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	H?i tru?ng liên d?u (cao) (10)
1447	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (cao) (11)
1448	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	H?i tru?ng liên d?u (cao) (12)
1449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (cao) (1)
1450	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Khu chu?n b? liên d?u (cao) (2)
1451	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (cao) (3)
1452	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chu?n b? liên d?u (cao) (4)
1453	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (cao) (5)
1454	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Khu chu?n b? liên d?u (cao) (6)
1455	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (cao) (7)
1456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (cao) (8)
1457	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (cao) (9)
1458	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chu?n b? liên d?u (cao) (10)
1459	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Khu chu?n b? liên d?u (cao) (11)
1460	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Khu chu?n b? liên d?u (cao) (12)
1461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (1)
1462	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (cao) (2)
1463	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (3)
1464	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (cao) (4)
1465	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (5)
1466	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (cao) (6)
1467	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (7)
1468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (8)
1469	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (9)
1470	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (cao) (10)
1471	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (11)
1472	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (12)
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (so) (1)
1474	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng nhi?u ngu?i (so) (2)
1475	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (so) (3)
1476	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng nhi?u ngu?i (so) (4)
1477	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (so) (5)
1478	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng nhi?u ngu?i (so) (6)
1479	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (so) (7)
1480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (so) (8)
1481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (so) (9)
1482	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng nhi?u ngu?i (so) (10)
1483	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (so) (11)
1484	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (so) (12)
1485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (cao) (1)
1486	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng nhi?u ngu?i (cao) (2)
1487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (cao) (3)
1488	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng nhi?u ngu?i (cao) (4)
1489	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (cao) (5)
1490	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng nhi?u ngu?i (cao) (6)
1491	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (cao) (7)
1492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (cao) (8)
1493	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (cao) (9)
1494	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng nhi?u ngu?i (cao) (10)
1495	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng nhi?u ngu?i (cao) (11)
1496	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng nhi?u ngu?i (cao) (12)
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ðào Nguyên (1)
1498	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Ðào Nguyên (2)
1499	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Ðào Nguyên (3)
1500	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Ðào Nguyên (4)
1501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ðào Nguyên (5)
1502	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Ðào Nguyên (6)
1503	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Ðào Nguyên (7)
1504	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Sân nhà Án Nhu?c Tuy?t (1)
1505	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Sân nhà Án Nhu?c Tuy?t (2)
1506	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Sân nhà Án Nhu?c Tuy?t (3)
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phi T? Nhai
1508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (1)
1509	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (so) (2)
1510	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (3)
1511	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (so) (4)
1512	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (5)
1513	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (so) (6)
1514	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (7)
1515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (8)
1516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (9)
1517	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (so) (10)
1518	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (so) (11)
1519	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (so) (12)
1520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (1)
1521	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (cao) (2)
1522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (3)
1523	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (cao) (4)
1524	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (5)
1525	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ð?u tru?ng liên d?u (cao) (6)
1526	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (7)
1527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (8)
1528	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (9)
1529	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?u tru?ng liên d?u (cao) (10)
1530	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?u tru?ng liên d?u (cao) (11)
1531	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ð?u tru?ng liên d?u (cao) (12)
1532	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	T?ch M?ch Ho?ch Th?y Tr?i (1)
1533	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	T?ch M?ch Ho?ch Th?y Tr?i (2)
1534	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	T?ch M?ch Ho?ch Th?y Tr?i (3)
1536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	T?n Lang 1
1537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	T?n Lang 2
1538	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	T?n Lang 3
1539	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	T?n Lang 4
1540	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	T?n Lang 5
1541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Ph?-Thánh Tri?u Các
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
1544	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
1546	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
1547	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
1548	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
1635	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	Gia D? Quan Chi?n-Duong Châu 1
1636	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	Gia D? Quan Chi?n-Duong Châu 2
1637	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Gia D? Quan Chi?n-Duong Châu 3
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	Gia D? Quan Chi?n-Phu?ng Tu?ng 1
1639	1	2	2	4	2	1	3	3	3	3	3	3	3	3	3	3	Gia D? Quan Chi?n-Phu?ng Tu?ng 2
1640	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Gia D? Quan Chi?n-Phu?ng Tu?ng 3
1641	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Gia D? Quan Chi?n-Tuong Duong 1
1642	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Gia D? Quan Chi?n-Tuong Duong 2
1643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Gia D? Quan Chi?n-Tuong Duong 3
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (1)
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (2)
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (3)
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (4)
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (5)
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (6)
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (7)
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (8)
1673	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (9)
1674	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (10)
1675	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (11)
1676	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (12)
1677	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	M?t Th?t Du Long (13)
1678	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	M?t Th?t Du Long (14)
1679	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	M?t Th?t Du Long (15)
1680	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	M?t Th?t Du Long (16)
1681	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (17)
1682	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (18)
1683	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (19)
1684	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	M?t Th?t Du Long (20)
1685	1	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (21)
1686	1	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (22)
1687	1	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (23)
1688	1	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Du Long (24)
1689	1	2	3	4	1	2	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (25)
1690	1	2	3	4	1	2	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (26)
1691	1	2	3	4	1	2	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (27)
1692	1	2	3	4	1	2	3	3	3	3	3	3	3	3	3	3	M?t Th?t Du Long (28)
1695	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	
1696	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	
1697	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	
1698	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	
1699	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	
1700	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	
1701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1702	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	
1703	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	
1704	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	
1705	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	
1706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1707	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	
1708	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	
1709	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	
1710	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	
1711	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	
1712	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	
1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1714	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	
1715	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	
1716	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	
1717	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	
